s.no,s.temp,o.temp,step
1940,88.07,90.09,9.99
1941,88.07,90.16,9.99
1942,88.07,90.16,9.94
1943,88.11,89.98,9.89
1944,88.11,88.68,9.64
1945,88.11,88.68,9.36
1946,88.14,89.15,9.92
1947,88.14,90.41,10.05
1948,88.14,90.3,9.78
1949,88.11,90.41,9.92
1950,88.11,90.34,8.18
1951,88.11,89.44,9.85
1952,88.11,89.76,9.99
1953,88.14,89.51,9.87
1954,88.14,89.55,10.02
1955,88.14,88.9,10
1956,88.14,88.83,9.97
1957,88.14,88.9,10.02
1958,88.14,88.83,9.88
1959,88.14,88.79,10.09
1960,88.18,89.69,9.85
1961,88.25,89.69,9.93
1962,88.18,89.65,9.99
1963,88.14,89.19,10.25
1964,88.11,89.8,9.51
1965,88.11,89.76,10.02
1966,88.11,89.83,9.95
1967,88.18,89.8,10.67
1968,88.11,89.33,9.9
1969,88.18,89.55,9.77
1970,88.14,89.76,9.9
1971,88.18,89.65,9.91
1972,88.14,88.68,9.84
1973,88.18,88.57,9.91
1974,88.11,88.5,9.92
1975,88.18,89.15,10.01
1976,88.18,89.4,9.89
1977,88.14,89.26,10
1978,88.14,89.4,9.88
1979,88.25,89.55,9.89
1980,88.18,89.58,9.92
1981,88.25,89.58,9.95
1982,88.18,89.08,9.97
1983,88.18,88.93,9.92
1984,88.18,88.75,9.53
1985,88.14,88.68,10.13
1986,88.25,88.9,9.23
1987,88.25,88.5,9.65
1988,88.25,88.75,9.88
1989,88.18,88.54,9.82
1990,88.18,88.68,9.83
1991,88.25,88.32,9.8
1992,88.14,88.32,9.83
1993,88.18,88.65,9.86
1994,88.18,88.75,9.65
1995,88.14,88.25,9.94
1996,88.18,88.75,9.78
1997,88.14,88.14,9.85
1998,88.14,87.42,9.74
1999,88.14,87.53,9.78
2000,88.11,87.46,9.79
2001,88.07,88.18,10.23
2002,88.11,88.29,10.26
2003,88.03,88.07,9.84
2004,88.03,89.94,9.97
2005,88.03,88.39,9.86
2006,88.07,88.43,9.99
2007,88.03,88.57,9.98
2008,88.03,88.43,9.87
2009,88,88.54,9.89
2010,88.03,88.29,9.8
2011,88,88.5,9.86
2012,88.03,88.68,9.94
2013,88,88.65,9.92
2014,88,89.04,9.86
2015,88,89.01,9.9
2016,88,89.15,9.86
2017,88.03,89.19,9.89
2018,88.03,89.26,9.89
2019,88,89.51,9.91
2020,88.07,89.33,9.87
2021,88,89.29,9.88
2022,88.03,89.19,9.86
2023,88,88.57,9.84
2024,88.03,88.65,9.81
2025,87.96,89.04,9.9
2026,88,89.26,9.9
2027,88.03,89.19,9.9
2028,88.03,89.58,9.76
2029,88,89.4,9.84
2030,88,89.29,9.96
2031,88.03,88.9,9.65
2032,88,89.26,9.87
2033,88.03,89.26,9.67
2034,88,90.19,9.84
2035,88,89.01,10.08
2036,88.03,88.65,9.88
2037,88,88.32,9.83
2038,88,88.93,8.17
2039,88,89.4,9.31
2040,87.96,88.83,9.79
2041,88,88.18,9.81
2042,87.96,88.32,9.76
2043,87.96,88.14,9.87
2044,87.93,87.89,9.82
2045,87.96,88.43,9.74
2046,87.96,88.39,9.79
2047,87.96,88.54,9.78
2048,88,88.65,9.81
2049,88,88.57,9.78
2050,87.93,88.54,9.78
2051,88,88.65,9.79
2052,88,88.54,9.81
2053,87.93,88.18,9.81
2054,87.93,88.32,9.83
2055,87.96,88.68,9.73
2056,87.93,88.65,9.77
2057,87.96,88.18,7.23
2058,87.93,90.45,9.49
2059,87.96,89.83,10.12
2060,87.93,89.55,10.44
2061,87.89,90.34,9.39
2062,87.93,89.94,9.22
2063,87.89,90.23,10.03
2064,87.89,90.66,11.55
2065,87.93,90.34,9.71
2066,87.93,90.19,10.19
2067,87.96,90.23,9.03
2068,87.93,89.65,9.4
2069,87.96,90.05,13.42
2070,88,90.34,9.66
2071,88,90.3,10.38
2072,88,90.45,11.44
2073,87.96,90.7,8.6
2074,88,90.19,9.13
2075,87.89,90.09,9.87
2076,87.85,90.16,9.91
2077,87.89,90.73,10.03
2078,88,90.45,10.37
2079,88.03,91.2,8.11
2080,88.03,90.3,5.11
2081,88,90.88,9.92
2082,88,91.06,10.2
2083,88.07,90.95,9.71
2084,88.03,90.99,9.97
2085,88.07,91.06,9.6
2086,88.11,91.2,9.53
2087,88.07,91.2,9.54
2088,88.07,90.99,9.34
2089,88.14,90.66,9.47
2090,88.11,91.35,8.78
2091,88.07,91.53,9.18
2092,88.11,91.53,9.27
2093,88.14,91.63,9.14
2094,88.25,91.71,9.31
2095,88.18,91.49,9.4
2096,88.18,91.6,9.25
2097,88.25,91.6,9.2
2098,88.25,91.49,9.27
2099,88.29,91.63,9.21
2100,88.29,91.6,9.23
2101,88.32,91.6,9.3
2102,88.36,92.53,9.14
2103,88.32,92.5,9.28
2104,88.29,92.43,9.36
2105,88.36,92.39,9.29
2106,88.39,92.53,9.33
2107,88.39,92.43,9.33
2108,88.43,92.5,9.34
2109,88.47,92.57,9.29
2110,88.47,92.39,9.39
2111,88.47,92.39,9.4
2112,88.47,92.28,9.4
2113,88.47,92.5,9.32
2114,88.5,92.68,9.43
2115,88.54,92.53,9.25
2116,88.57,92.39,9.42
2117,88.54,92.43,9.34
2118,88.57,92.79,9.42
2119,88.65,92.82,9.33
2120,88.72,92.93,9.31
2121,88.72,92.89,9.47
2122,88.72,93.07,9.31
2123,88.75,92.71,9.25
2124,88.75,92.82,9.3
2125,88.79,92.93,9.31
2126,88.83,92.89,9.34
2127,88.79,92.89,9.31
2128,88.86,92.93,9.32
2129,88.9,92.97,9.3
2130,88.9,92.71,9.34
2131,88.86,92.71,9.3
2132,88.93,92.93,9.44
2133,88.97,92.89,9.3
2134,88.97,92.71,8.8
2135,88.9,92.43,9.42
2136,89.01,92.43,9.09
2137,89.08,92.57,9.86
2138,89.08,93.04,9.34
2139,89.11,92.79,9.37
2140,89.15,92.97,9.32
2141,89.19,92.93,9.35
2142,89.19,92.97,9.28
2143,89.15,92.97,9.35
2144,89.22,93.07,9.29
2145,89.22,92.71,9.25
2146,89.22,92.57,9.34
2147,89.29,92.64,9.27
2148,89.33,92.89,9.21
2149,89.33,92.97,9.32
2150,89.37,92.82,9.24
2151,89.37,92.79,9.29
2152,89.37,92.93,9.37
2153,89.47,92.97,9.3
2154,89.47,92.82,9.31
2155,89.47,92.82,9.25
2156,89.51,92.93,9.33
2157,89.55,93.18,9.21
2158,89.58,92.93,9.3
2159,89.55,92.97,9.27
2160,89.62,92.97,9.53
2161,89.62,92.57,9.47
2162,89.65,92.97,9.36
2163,89.62,93.04,9.26
2164,89.62,92.57,9.38
2165,89.69,92.79,9.27
2166,89.65,92.93,9.31
2167,89.62,92.82,9.36
2168,89.69,92.93,9.28
2169,89.69,92.93,9.44
2170,89.76,92.97,9.04
2171,89.73,92.89,9.36
2172,89.73,92.82,9.3
2173,89.8,92.93,9.33
2174,89.8,92.97,9.47
2175,89.76,92.68,9.14
2176,89.8,92.82,9.5
2177,89.76,92.89,9.33
2178,89.91,93.18,9.28
2179,89.8,92.68,9.33
2180,89.8,92.79,9.22
2181,89.87,92.79,9.3
2182,89.87,92.82,9.34
2183,89.91,92.89,9.28
2184,89.87,92.53,9.33
2185,89.91,92.68,9.23
2186,89.87,92.79,9.24
2187,89.94,92.57,9.45
2188,89.94,92.32,9.8
2189,89.98,92.28,9.67
2190,89.94,92.5,9.47
2191,89.98,92.64,9.38
2192,89.87,92.17,9.59
2193,89.94,92.5,9.6
2194,89.98,92.39,9.63
2195,89.94,92.03,9.51
2196,89.91,92.39,9.7
2197,90.01,92.43,9.75
2198,90.01,92.32,9.72
2199,90.01,92.28,9.85
2200,90.09,92.53,9.78
2201,90.09,92.64,9.79
2202,90.05,92.57,9.8
2203,90.09,92.71,9.79
2204,90.12,92.82,9.7
2205,90.16,92.5,9.93
2206,90.16,92.53,9.91
2207,90.12,92.43,9.92
2208,90.12,92.28,10.03
2209,90.16,92.5,9.97
2210,90.16,92.17,9.94
2211,90.16,92.28,10.05
2212,90.12,92.17,10.04
2213,90.12,92.43,10
2214,90.19,92.32,10.05
2215,90.19,92.25,10.06
2216,90.19,91.92,9.71
2217,90.12,92.14,9.95
2218,90.09,92.39,9.95
2219,90.12,92.28,9.8
2220,90.19,92.5,10.22
2221,90.16,92.43,9.57
2222,90.12,91.85,9.42
2223,90.12,91.74,9.63
2224,90.09,92.64,8.62
2225,90.09,92.25,9.19
2226,90.09,92.32,9.8
2227,90.09,92.14,9.2
2228,90.05,92.17,9.39
2229,90.12,92.5,9.68
2230,90.05,92.28,9.44
2231,90.09,92.32,9.69
2232,90.16,92.53,9.53
2233,90.05,92.43,9.67
2234,90.12,92.53,9.42
2235,90.16,92.43,9.62
2236,90.16,92.14,9.29
2237,90.19,91.99,9.29
2238,90.19,92.14,9.35
2239,90.3,92.1,8.66
2240,90.23,92.1,9.17
2241,90.3,92.03,9.2
2242,90.19,91.92,9.35
2243,90.3,91.99,9.69
2244,90.23,91.85,9.08
2245,90.23,92.71,9.8
2246,90.3,92.43,9.75
2247,90.23,92.57,8.22
2248,90.3,92.79,7.37
2249,90.34,92.14,13.41
2250,90.34,91.74,9.49
2251,90.3,91.6,9.28
2252,90.34,91.99,10.53
2253,90.34,91.99,9.34
2254,90.34,92.5,9.72
2255,90.34,92.43,9.44
2256,90.34,92.32,9.2
2257,90.34,92.5,7.67
2258,90.37,92.43,8.9
2259,90.3,91.89,7.36
2260,90.37,92.28,11.08
2261,90.41,92.43,8.17
2262,90.41,92.28,11.08
2263,90.45,91.74,9.83
2264,90.48,92.14,7.7
2265,90.52,92.17,10.48
2266,90.52,91.09,10.66
2267,90.48,91.63,12.39
2268,90.48,90.84,9.56
2269,90.55,90.05,8.91
2270,90.52,89.55,9.96
2271,90.48,90.48,9.37
2272,90.48,89.69,9.24
2273,90.52,90.23,9.1
2274,90.45,89.91,9.43
2275,90.52,90.3,9.18
2276,90.52,90.3,9.33
2277,90.45,89.69,9.86
2278,90.45,89.76,10.34
2279,90.45,88.79,10.29
2280,90.41,90.16,8.66
2281,90.45,90.84,9.37
2282,90.48,90.41,8.56
2283,90.45,90.3,9.57
2284,90.45,90.99,9.08
2285,90.41,92.17,8.21
2286,90.45,89.94,9.59
2287,90.48,89.94,9.42
2288,90.45,90.05,9.22
2289,90.48,89.19,9.43
2290,90.48,89.44,9.66
2291,90.52,89.94,9.64
2292,90.52,88.79,9.73
2293,90.45,88.43,6.93
2294,90.48,89.8,9.09
2295,90.48,90.16,9.33
2296,90.55,90.09,9.61
2297,90.48,89.91,9.28
2298,90.52,90.09,9.29
2299,90.48,90.09,9.24
2300,90.48,90.3,9.29
2301,90.48,90.23,9.3
2302,90.48,89.94,9.2
2303,90.45,88.07,9.14
2304,90.45,87.06,8.93
2305,90.45,86.95,9.44
2306,90.34,87.78,9.18
2307,90.3,87.82,8.87
2308,90.19,88.57,9.35
2309,90.19,87.93,9.26
2310,90.12,87.57,9.25
2311,90.05,88.25,9.28
2312,90.09,88.43,9.24
2313,90.12,88.5,9.32
2314,90.09,88.25,9.25
2315,89.98,88.03,9.31
2316,89.98,88.29,8.91
2317,89.98,88.75,9.13
2318,89.94,87.67,9.28
2319,89.91,87.93,9.15
2320,89.76,87.82,9.22
2321,89.8,87.78,9.14
2322,89.76,87.78,9.11
2323,89.65,87.39,9.05
2324,89.65,87.82,8.99
2325,89.62,88.29,9.36
2326,89.58,89.04,9.31
2327,89.55,89.4,9.36
2328,89.55,88.29,9.33
2329,89.55,88.25,9.43
2330,89.51,88.54,9.33
2331,89.47,89.29,9.36
2332,89.4,88.9,26.16
2333,89.4,88.93,9.03
2334,89.37,89.33,9.56
2335,89.37,89.44,9.47
2336,89.33,89.55,9.44
2337,89.4,89.69,8.8
2338,89.47,89.83,9.59
2339,89.37,89.91,9.47
2340,89.4,89.15,9.58
2341,89.37,88.93,9.41
2342,89.33,89.33,9.62
2343,89.26,89.51,9.33
2344,89.33,89.29,9.41
2345,89.26,89.19,9.35
2346,89.29,89.19,9.35
2347,89.22,89.55,9.38
2348,89.19,89.65,9.41
2349,89.26,89.83,9.54
2350,89.26,89.26,9.46
2351,89.19,89.19,9.46
2352,89.22,89.19,9.33
2353,89.15,89.15,9.36
2354,89.15,89.51,9.13
2355,89.08,89.58,11.39
2356,89.08,89.33,9.48
2357,89.08,89.51,9.04
2358,89.08,89.51,9.37
2359,89.01,89.55,9.43
2360,89.01,89.44,9.69
2361,88.97,89.26,9.19
2362,88.97,89.08,9.38
2363,88.93,89.15,9.32
2364,88.93,89.51,9.39
2365,88.93,89.26,9.42
2366,88.97,89.26,9.29
2367,88.9,89.15,9.25
2368,88.9,89.04,9.41
2369,88.9,89.01,9.4
2370,88.86,89.01,9.34
2371,88.86,88.83,9.17
2372,88.79,88.65,9.48
2373,88.79,88.65,9.48
2374,88.79,88.83,9.35
2375,88.79,88.57,9.19
2376,88.75,88.65,9.39
2377,88.75,88.54,9.31
2378,88.72,88.65,9.48
2379,88.65,88.43,9.19
2380,88.65,88.5,9.27
2381,88.68,88.65,9.28
2382,88.68,88.57,9.42
2383,88.57,88.57,9.31
2384,88.54,88.65,9.36
2385,88.54,88.65,9.45
2386,88.57,88.65,9.34
2387,88.5,89.01,9.16
2388,88.54,88.54,9.41
2389,88.5,88.75,9.46
2390,88.57,88.79,9.48
2391,88.54,88.65,9.11
2392,88.5,88.43,9.28
2393,88.5,88.57,9.94
2394,88.47,88.65,9.07
2395,88.5,88.75,9.1
2396,88.43,89.04,9.33
2397,88.43,88.5,9.6
2398,88.39,88.43,9.32
2399,88.39,88.43,9.44
2400,88.39,88.83,9.25
2401,88.36,88.83,9.48
2402,88.36,88.79,9.38
2403,88.36,88.93,9.22
2404,88.32,88.43,9.6
2405,88.32,88.43,9.43
2406,88.32,88.75,9.21
2407,88.36,88.83,9.55
2408,88.32,88.9,9.47
2409,88.32,88.9,9.41
2410,88.29,88.65,9.34
2411,88.18,88.32,9.56
2412,88.18,88.39,9.54
2413,88.18,88.54,9.35
2414,88.18,88.29,9.3
2415,88.18,88.57,9.49
2416,88.25,88.83,9.25
2417,88.18,88.79,9.5
2418,88.14,88.75,9.45
2419,88.18,88.79,9.3
2420,88.18,88.5,9.54
2421,88.25,88.5,9.23
2422,88.14,88.18,9.33
2423,88.07,88.18,9.24
2424,88.18,88.39,9.07
2425,88.11,88.29,9.37
2426,88.14,88.29,9.41
2427,88.14,88.25,9.37
2428,88.07,88.29,9.24
2429,88.14,88.14,8.84
2430,88.11,88.29,9.32
2431,88.03,88.18,9.48
2432,88.11,88.07,9.33
2433,88.07,88,9.36
2434,88.03,88.03,9.29
2435,88.07,88.07,9.57
2436,88.03,88.18,9.38
2437,88.03,88.29,8.99
2438,88.07,88.25,9.22
2439,88.07,88.03,9.55
2440,88.03,88.14,9.43
2441,88,87.93,9.57
2442,88,88.32,9.13
2443,88,88.25,9.3
2444,87.96,88.25,9.35
2445,87.96,88.03,9.32
2446,87.96,88.03,9.58
2447,87.93,88.07,9.3
2448,87.96,87.89,9.38
2449,87.89,88.14,9.35
2450,87.93,87.89,9.27
2451,87.89,88.03,9.41
2452,87.96,88.29,9.41
2453,87.93,88.29,9.22
2454,87.85,88.29,9.33
2455,87.85,88.25,9.36
2456,87.89,87.93,9.5
2457,87.85,87.82,9.36
2458,87.85,87.78,9.41
2459,87.89,87.93,9.25
2460,87.75,87.93,9.41
2461,87.82,88.25,9.42
2462,87.82,88.29,9.37
2463,87.82,88.43,9.32
2464,87.71,88.75,9.4
2465,87.82,88.57,9.38
2466,87.71,88.43,9.4
2467,87.82,88.29,9.48
2468,87.82,88.32,9.77
2469,87.82,87.89,9.05
2470,87.75,88.65,9.35
2471,87.71,89.08,9.37
2472,87.75,89.04,8.74
2473,87.75,89.29,9.71
2474,87.75,89.26,9.57
2475,87.75,88.9,9.23
2476,87.75,89.01,9.2
2477,87.75,89.01,9.36
2478,87.82,89.08,9.27
2479,87.82,89.04,9.38
2480,87.82,88.93,9.28
2481,87.75,88.9,9.28
2482,87.71,89.08,9.32
2483,87.75,88.32,9.46
2484,87.71,88.32,9.06
2485,87.75,88.25,9.16
2486,87.82,88.32,9.42
2487,87.71,88.32,9.65
2488,87.75,88.39,9.17
2489,87.75,88.29,9.46
2490,87.85,88.32,9.45
2491,87.75,88.32,9.4
2492,87.75,88.39,9.43
2493,87.75,88.29,8.61
2494,87.82,88.39,9.38
2495,87.82,88.43,9.01
2496,87.75,88.5,9.28
2497,87.75,88.39,9.24
2498,87.82,88.32,9.2
2499,87.82,88.32,9.42
2500,87.82,88.39,9.44
2501,87.82,88.54,8.78
2502,87.85,88.57,9.47
2503,87.89,88.54,9.62
2504,87.85,88.65,9.35
2505,87.85,88.32,9.41
2506,87.85,88.54,9.02
2507,87.75,88.32,9.36
2508,87.89,88.39,9.33
2509,87.85,88.5,9.41
2510,87.82,88.39,9.5
2511,87.82,88.39,9.36
2512,87.85,88.18,9.3
2513,87.85,88.14,9.61
2514,87.82,88.18,9.32
2515,87.89,88.03,9.3
2516,87.85,88.29,9.33
2517,87.85,87.93,9.38
2518,87.85,87.89,9.58
2519,87.82,87.78,9.35
2520,87.85,87.82,9.41
2521,87.85,88.14,9.61
2522,87.82,87.75,9.73
2523,87.89,87.89,9.33
2524,87.82,87.89,9.38
2525,87.85,87.78,9.43
2526,87.82,87.82,9.36
2527,87.82,87.82,9.26
2528,87.82,87.78,9.39
2529,87.75,87.89,9.53
2530,87.89,87.89,9.45
2531,87.75,87.78,9.51
2532,87.71,88,9.45
2533,87.75,87.93,7.71
2534,87.75,87.93,9.26
2535,87.71,87.64,10.18
2536,87.71,88,9.42
2537,87.67,88.07,9.43
2538,87.71,88.29,9.27
2539,87.71,88.03,9.4
2540,87.67,88.03,9.51
2541,87.67,88.25,9.32
2542,87.64,87.93,9.37
2543,87.64,87.78,9.28
2544,87.64,88.65,9.31
2545,87.64,88.07,9.3
2546,87.64,88.32,9.14
2547,87.64,88.32,9.36
2548,87.64,88.43,9.3
2549,87.67,88.29,8.97
2550,87.64,88.07,9.31
2551,87.57,88,9.34
2552,87.6,88.07,9.48
2553,87.57,87.93,7.9
2554,87.6,88.14,9.07
2555,87.57,88.25,9.43
2556,87.49,88.25,9.43
2557,87.57,88,9.34
2558,87.57,87.67,9.4
2559,87.57,87.93,9.19
2560,87.6,87.75,9.33
2561,87.53,87.75,9.29
2562,87.57,87.75,8.78
2563,87.57,87.93,9.74
2564,87.57,88.03,9.39
2565,87.57,88.14,9.39
2566,87.57,88.14,9.6
2567,87.53,87.93,9.28
2568,87.49,88.14,9.33
2569,87.53,88.14,9.45
2570,87.49,88.29,9.76
2571,87.49,88.18,9.37
2572,87.49,88.07,9.45
2573,87.53,87.93,9.43
2574,87.46,88.18,9.53
2575,87.46,88.14,9.45
2576,87.53,88.14,9.44
2577,87.49,88.07,9.53
2578,87.49,88.18,9.52
2579,87.46,88.14,9.35
2580,87.46,88.25,9.2
2581,87.49,88.39,9.54
2582,87.46,88.43,9.44
2583,87.49,88.25,9.29
2584,87.53,88.29,9.4
2585,87.53,88.07,9.43
2586,87.46,88.18,9.38
2587,87.49,88.5,9.43
2588,87.53,88.75,9.49
2589,87.49,88.39,9.46
2590,87.49,88.29,9.41
2591,87.49,88.43,9.44
2592,87.53,88.32,9.49
2593,87.49,88.14,9.6
2594,87.49,87.93,9.43
2595,87.49,88.03,9.16
2596,87.49,88.18,9.57
2597,87.46,88.14,9.38
2598,87.49,88.5,9.46
2599,87.46,88.39,9.27
2600,87.49,88.03,9.35
2601,87.46,88.03,9.63
2602,87.46,88.14,8.81
2603,87.46,88,9.52
2604,87.49,88.18,9.24
2605,87.46,88.03,9.32
2606,87.46,88.03,9.57
2607,87.42,88.14,9.44
2608,87.49,88.14,9.15
2609,87.49,88.07,9.53
2610,87.46,88.18,9.37
2611,87.46,88.07,9.36
2612,87.35,88.39,9.36
2613,87.46,88.75,9.39
2614,87.42,88.14,9.39
2615,87.46,88.03,9.44
2616,87.46,88.07,9.38
2617,87.42,88.43,9.27
2618,87.46,88.57,9.49
2619,87.46,88.57,9.43
2620,87.46,88.5,9.46
2621,87.49,88.25,9.49
2622,87.35,88.39,9.35
2623,87.46,88.43,9.38
2624,87.46,88.29,9.43
2625,87.46,88.03,9.57
2626,87.46,88.18,9.43
2627,87.46,88.32,9.32
2628,87.46,88.43,9.41
2629,87.49,88.43,9.49
2630,87.49,88.18,9.41
2631,87.49,88.03,9.41
2632,87.49,88.14,9.32
2633,87.49,88.14,7.63
2634,87.46,88.14,9.58
2635,87.49,88.5,6.74
2636,87.49,88.14,9.84
2637,87.46,88.29,9.37
2638,87.49,88.5,9.35
2639,87.46,88.43,9.46
2640,87.53,88.18,9.51
2641,87.49,88.18,9.5
2642,87.53,88.25,9.33
2643,87.46,88.14,9.36
2644,87.49,88,9.49
2645,87.49,87.75,9.49
2646,87.49,87.67,9.44
2647,87.49,87.82,9.49
2648,87.42,88,9.47
2649,87.49,88.03,9.45
2650,87.49,88.07,9.24
2651,87.49,88.43,9.41
2652,87.46,88.03,9.12
2653,87.46,88.32,9.55
2654,87.49,88.25,9.55
2655,87.46,88.03,9.73
2656,87.42,88.25,9.79
2657,87.46,88.5,9.1
2658,87.46,88.68,9.48
2659,87.49,88.25,9.66
2660,87.53,88.07,9.74
2661,87.49,88.14,9.73
2662,87.53,88.07,9.48
2663,87.53,88.25,10.35
2664,87.49,88.07,9.67
2665,87.49,88.79,9.54
2666,87.49,88.18,9.44
2667,87.49,88.03,10.13
2668,87.53,88.29,9.57
2669,87.53,89.08,9.35
2670,87.49,89.08,10.27
2671,87.53,89.04,9.49
2672,87.53,89.08,9.7
2673,87.57,89.04,9.54
2674,87.53,89.15,10.38
2675,87.57,89.19,9.89
2676,87.6,89.08,9.75
2677,87.6,88.5,9.33
2678,87.6,88.32,9.76
2679,87.64,88.14,9.59
2680,87.57,88.14,9.7
2681,87.6,88.25,3.53
2682,87.6,88.32,9.42
2683,87.6,88.29,9.64
2684,87.57,88.25,9.34
2685,87.64,88.18,9.5
2686,87.64,88.68,9.54
2687,87.6,88.93,9.57
2688,87.57,88.93,9.6
2689,87.67,89.44,9.7
2690,87.6,89.58,9.67
2691,87.67,89.29,9.56
2692,87.6,88.57,9.27
2693,87.71,88.29,9.53
2694,87.67,88.32,9.54
2695,87.67,88.29,9.62
2696,87.71,88.25,9.59
2697,87.67,88.07,9.54
2698,87.67,88.32,9.69
2699,87.64,88.25,9.64
2700,87.67,88.39,9.45
2701,87.67,88.25,9.53
2702,87.71,88.39,9.74
2703,87.71,88.43,9.66
2704,87.71,88.32,9.63
2705,87.67,88.29,9.67
2706,87.67,88.32,9.63
2707,87.64,88.14,9.59
2708,87.67,88.29,9.65
2709,87.71,88.29,9.52
2710,87.67,88.25,9.69
2711,87.67,88.29,9.76
2712,87.67,88.29,9.61
2713,87.71,88.29,9.58
2714,87.64,88.39,9.69
2715,87.71,88.5,9.57
2716,87.67,88.68,9.57
2717,87.71,88.54,9.48
2718,87.67,88.39,9.61
2719,87.71,88.43,9.64
2720,87.75,88.43,9.61
2721,87.71,88.54,9.69
2722,87.71,88.43,9.63
2723,87.71,88.5,9.6
2724,87.71,88.83,9.72
2725,87.82,88.79,9.53
2726,87.71,88.43,9.55
2727,87.75,88.5,9.7
2728,87.75,88.54,9.76
2729,87.75,88.65,9.67
2730,87.82,88.79,9.59
2731,87.82,88.43,9.55
2732,87.71,88.39,9.63
2733,87.75,88.43,9.65
2734,87.85,88.43,9.57
2735,87.82,88.68,10.13
2736,87.82,88.39,8.92
2737,87.82,88.14,10.05
2738,87.75,88.18,9.92
2739,87.82,88.14,9.96
2740,87.75,88.14,10.05
2741,87.75,88,9.99
2742,87.82,88.32,10.03
2743,87.82,88.43,9.9
2744,87.75,88.29,9.96
2745,87.82,88.29,10.59
2746,87.82,88.25,10.02
2747,87.82,88.29,9.95
2748,87.75,88.29,10.03
2749,87.82,88.29,9.94
2750,87.82,88.79,10.11
2751,87.71,88.43,10.06
2752,87.75,88.43,8.64
2753,87.82,88.39,9.98
2754,87.82,88.32,9.99
2755,87.67,88.43,10.04
2756,87.75,88.32,10.03
2757,87.82,88.54,10.08
2758,87.82,88.5,9.95
2759,87.85,88.68,10
2760,87.82,88.75,9.79
2761,87.85,88.54,9.67
2762,87.85,88.57,10.09
2763,87.85,88.57,9.93
2764,87.85,88.54,10.01
2765,87.85,88.29,9.95
2766,87.85,88.43,10.06
2767,87.85,88.43,9.97
2768,87.85,88.57,10
2769,87.85,88.43,9.95
2770,87.85,88.39,10
2771,87.85,88.43,10.01
2772,87.89,88.54,10.04
2773,87.85,88.68,10.01
2774,87.89,88.54,10.02
2775,87.93,88.65,9.95
2776,87.93,88.57,9.84
2777,87.93,88.25,9.27
2778,87.89,88.29,9.95
2779,87.89,88.29,10.02
2780,87.85,88.57,9.97
2781,87.93,88.68,9.99
2782,87.89,88.68,9.94
2783,87.85,88.83,10.03
2784,87.89,88.39,9.98
2785,87.93,88.25,9.85
2786,87.89,88.32,9.91
2787,87.93,88.43,9.94
2788,87.89,88.5,10.05
2789,87.89,88.68,10
2790,87.93,88.57,9.98
2791,87.85,88.83,9.92
2792,87.89,88.93,9.94
2793,87.93,88.57,10.11
2794,87.93,88.68,9.91
2795,87.89,89.01,9.96
2796,87.93,88.83,9.97
2797,87.93,88.79,9.96
2798,87.93,88.57,9.99
2799,87.96,88.57,9.96
2800,87.96,88.5,9.93
2801,87.96,88.65,9.98
2802,87.96,88.32,12.09
2803,87.89,88.25,9.94
2804,87.93,88.29,9.91
2805,87.93,88.32,9.83
2806,87.89,88.5,10.04
2807,87.89,88.39,9.86
2808,87.89,88.68,10.16
2809,87.93,88.65,9.97
2810,87.93,88.65,9.93
2811,87.93,88.57,9.83
2812,87.93,88.93,9.7
2813,87.96,88.65,9.85
2814,87.96,88.57,9.87
2815,87.96,88.65,9.83
2816,88,88.57,9.88
2817,87.93,88.79,9.87
2818,87.93,88.54,9.79
2819,87.96,88.65,9.79
2820,87.96,88.57,9.85
2821,88,88.57,9.93
2822,87.96,88.83,9.91
2823,88.03,88.75,9.76
2824,87.96,88.57,9.95
2825,88,88.57,9.84
2826,88,88.68,9.86
2827,88,88.68,9.86
2828,88,88.68,9.79
2829,88,88.5,10.16
2830,88.07,88.32,10.08
2831,88.03,88.65,9.87
2832,88,88.39,10.04
2833,88,88.54,9.77
2834,88.03,88.57,9.81
2835,88.03,88.43,9.87
2836,88,88.39,9.43
2837,88.03,88.54,10.03
2838,88,88.5,10.53
2839,88,88.18,9.84
2840,88,88.5,9.82
2841,88,88.5,9.84
2842,88.07,88.57,9.88
2843,88.03,88.57,9.78
2844,88.03,88.65,9.74
2845,88,88.65,9.84
2846,88,88.39,9.98
2847,88.03,88.25,9.95
2848,88.07,88.18,9.92
2849,88.03,88.54,9.81
2850,88.07,88.25,9.85
2851,88.03,88.43,9.82
2852,88.07,88.32,9.73
2853,88.07,88.29,9.7
2854,88.03,88.39,9.85
2855,88.07,88.5,9.94
2856,88.03,88.43,9.53
2857,88.07,88.65,9.8
2858,88.03,88.43,9.9
2859,88.07,88.43,9.77
2860,87.96,87.67,8.69
2861,88.03,88.68,10.65
2862,88.03,87.89,9.57
2863,87.96,86.41,10.21
2864,87.93,86.59,9.4
2865,87.93,86.52,9.13
2866,87.96,86.77,9.23
2867,87.89,87.67,8.83
2868,87.89,87.82,9.26
2869,87.85,87.64,8.65
2870,87.85,87.17,9.4
2871,87.82,87.39,9.59
2872,87.82,87.46,9.13
2873,87.75,87.53,9.2
2874,87.71,87.67,9.25
2875,87.71,87.75,9.16
2876,87.71,87.67,9.29
2877,87.67,87.53,9.38
2878,87.6,87.57,9.29
2879,87.64,88.03,9.32
